Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Price,Flight_Status,Meal Cost,Status_Reason,Total_Seats_Present,Total_seats_Filled,Total_Seats_Vacant,Ratings
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,13:00,12:35,23.35,1.0,10262,Completed,1249,Successful Flight,430.0,417.0,13.0,3.62
AirIndia,15/04/2024,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15,21.15,2.0,10441,Completed,1210,Successful Flight,450.0,437.0,13.0,4.64
IndiGo,15/04/2024,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,7.5,1.0,6818,Completed,868,Successful Flight,250.0,242.0,8.0,4.35
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,07:05,21:00,13.55,1.0,13587,Cancelled,905,Aircraft Maintenance,500.0,0.0,500.0,0.0
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,07:05,19:15,12.1,1.0,16108,Completed,1073,Successful Flight,500.0,499.0,1.0,3.68
IndiGo,15/04/2024,Banglore,Delhi,BLR → DEL,10:30,13:20,2.5,0.0,3943,Completed,1840,Successful Flight,250.0,246.0,4.0,4.78
IndiGo,15/04/2024,Kolkata,Banglore,CCU → BLR,22:15,00:50,2.35,0.0,4804,Completed,1380,Successful Flight,250.0,249.0,1.0,4.06
GoAir,15/04/2024,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,5.55,1.0,5281,Completed,1011,Successful Flight,150.0,136.0,14.0,4.31
AirAsia,15/04/2024,Kolkata,Banglore,CCU → BLR,22:50,01:20,2.3,0.0,3807,Completed,1846,Successful Flight,340.0,338.0,2.0,1.88
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.55,2.0,13014,Completed,1864,Successful Flight,430.0,417.0,13.0,1.91
IndiGo,15/04/2024,Kolkata,Banglore,CCU → BLR,15:15,17:45,2.3,0.0,4804,Completed,1401,Successful Flight,250.0,240.0,10.0,1.29
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,19:45,12:35,16.5,1.0,10262,Completed,932,Successful Flight,430.0,426.0,4.0,1.11
IndiGo,15/04/2024,Delhi,Cochin,DEL → HYD → COK,06:50,12:10,5.2,1.0,5298,Completed,1094,Successful Flight,250.0,240.0,10.0,4.64
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.55,2.0,10368,Cancelled,1471,Weather Conditions,430.0,0.0,430.0,0.0
JetAirways,15/04/2024,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1.25,0.0,5678,Completed,984,Successful Flight,430.0,421.0,9.0,4.37
IndiGo,15/04/2024,Banglore,Delhi,BLR → DEL,18:25,21:20,2.55,0.0,4823,Completed,1769,Successful Flight,250.0,249.0,1.0,3.79
JetAirways,15/04/2024,Banglore,Delhi,BLR → DEL,15:15,18:10,2.55,0.0,8016,Completed,1134,Successful Flight,430.0,412.0,18.0,1.53
JetAirways,15/04/2024,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,04:25,16.1,2.0,14300,Completed,1988,Successful Flight,430.0,412.0,18.0,4.12
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,07:00,19:00,12.0,1.0,12192,Completed,1974,Successful Flight,500.0,489.0,11.0,4.51
AirIndia,15/04/2024,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,09:25,26.2,2.0,10975,Completed,971,Successful Flight,450.0,434.0,16.0,1.5
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → HYD → COK,09:45,22:30,12.45,1.0,9646,Completed,802,Successful Flight,500.0,489.0,11.0,3.52
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → HYD → COK,07:10,16:10,9.0,1.0,6093,Completed,1282,Successful Flight,500.0,488.0,12.0,3.26
IndiGo,15/04/2024,Chennai,Kolkata,MAA → CCU,14:45,17:05,2.2,0.0,3597,Completed,1803,Successful Flight,250.0,249.0,1.0,2.18
JetAirways,15/04/2024,Banglore,Delhi,BLR → DEL,11:10,14:05,2.55,0.0,7229,Completed,1055,Successful Flight,430.0,412.0,18.0,1.86
AirIndia,15/04/2024,Delhi,Cochin,DEL → BLR → COK,13:30,23:00,9.3,1.0,8907,Completed,879,Successful Flight,450.0,448.0,2.0,3.96
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,19:00,13.3,2.0,10368,Completed,1017,Successful Flight,430.0,430.0,0.0,3.76
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26.55,2.0,10368,Completed,828,Successful Flight,430.0,426.0,4.0,1.04
AirIndia,15/04/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2.45,0.0,6961,Completed,832,Successful Flight,450.0,442.0,8.0,4.24
JetAirways,15/04/2024,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27.0,2.0,10824,Completed,1174,Successful Flight,430.0,424.0,6.0,3.39
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,11:40,01:30,13.5,1.0,6795,Completed,1683,Successful Flight,500.0,483.0,17.0,1.3
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,10.0,1.0,9359,Completed,1062,Successful Flight,500.0,499.0,1.0,4.4
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,04:25,18.45,2.0,10368,Completed,1381,Successful Flight,430.0,414.0,16.0,2.79
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,18:15,19:00,24.45,1.0,10262,Completed,1564,Successful Flight,430.0,412.0,18.0,1.97
AirIndia,15/04/2024,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25,23.4,2.0,10975,Cancelled,1418,Security Concerns,450.0,0.0,450.0,0.0
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35,26.55,2.0,13014,Completed,896,Successful Flight,430.0,430.0,0.0,4.06
JetAirways,15/04/2024,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27.0,2.0,13292,Cancelled,996,Aircraft Maintenance,430.0,0.0,430.0,0.0
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,13:00,19:00,6.0,1.0,10262,Completed,1493,Successful Flight,430.0,426.0,4.0,3.44
IndiGo,15/04/2024,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35,5.5,1.0,10112,Cancelled,1665,Weather Conditions,250.0,0.0,250.0,0.0
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,12:50,21:00,8.1,1.0,7005,Completed,1574,Successful Flight,500.0,498.0,2.0,1.97
SpiceJet,15/04/2024,Kolkata,Banglore,CCU → BLR,06:55,09:30,2.35,0.0,3873,Completed,1298,Successful Flight,390.0,382.0,8.0,2.59
SpiceJet,15/04/2024,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,6.2,1.0,5583,Completed,1610,Successful Flight,390.0,390.0,0.0,4.43
JetAirways,15/04/2024,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,12:35,18.15,2.0,14300,Completed,1058,Successful Flight,430.0,419.0,11.0,3.15
SpiceJet,15/04/2024,Mumbai,Hyderabad,BOM → HYD,22:45,00:15,1.3,0.0,1965,Completed,1912,Successful Flight,390.0,386.0,4.0,3.42
IndiGo,15/04/2024,Chennai,Kolkata,MAA → CCU,22:05,00:25,2.2,0.0,5277,Completed,1351,Successful Flight,250.0,240.0,10.0,1.89
JetAirways,15/04/2024,Delhi,Cochin,DEL → COK,11:00,14:15,3.15,0.0,7202,Completed,1920,Successful Flight,430.0,416.0,14.0,2.42
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12.3,1.0,7198,Completed,1843,Successful Flight,500.0,486.0,14.0,3.91
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,03:50,19:00,15.1,1.0,12192,Completed,1430,Successful Flight,500.0,487.0,13.0,1.84
IndiGo,15/04/2024,Banglore,Delhi,BLR → DEL,10:10,13:00,2.5,0.0,3943,Completed,1688,Successful Flight,250.0,243.0,7.0,2.1
JetAirways,15/04/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1.3,0.0,5678,Completed,1290,Successful Flight,430.0,418.0,12.0,4.57
AirIndia,15/04/2024,Delhi,Cochin,DEL → COK,05:10,08:00,2.5,0.0,5201,Completed,981,Successful Flight,450.0,442.0,8.0,2.97
AirIndia,15/04/2024,Delhi,Cochin,DEL → BOM → COK,09:00,19:15,10.15,1.0,10454,Cancelled,1307,Security Concerns,450.0,0.0,450.0,0.0
IndiGo,15/04/2024,Delhi,Cochin,DEL → BOM → COK,07:30,21:00,13.3,1.0,6093,Completed,1460,Successful Flight,250.0,249.0,1.0,4.39
AirAsia,15/04/2024,Kolkata,Banglore,CCU → BLR,10:20,12:55,2.35,0.0,4409,Completed,1082,Successful Flight,340.0,340.0,0.0,2.56
IndiGo,15/04/2024,Chennai,Kolkata,MAA → CCU,15:40,18:25,2.45,0.0,3540,Completed,852,Successful Flight,250.0,241.0,9.0,1.18
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,19:00,9.2,2.0,13014,Completed,1438,Successful Flight,430.0,425.0,5.0,2.36
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,06:00,19:15,13.15,1.0,9526,Completed,869,Successful Flight,500.0,491.0,9.0,1.52
AirIndia,15/04/2024,Delhi,Cochin,DEL → MAA → COK,06:05,09:25,27.2,1.0,7480,Completed,1065,Successful Flight,450.0,450.0,0.0,2.78
SpiceJet,15/04/2024,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1.3,0.0,2647,Completed,1381,Successful Flight,390.0,384.0,6.0,3.77
SpiceJet,15/04/2024,Kolkata,Banglore,CCU → BLR,17:10,19:40,2.3,0.0,3873,Completed,877,Successful Flight,390.0,387.0,3.0,1.74
Vistara,15/04/2024,Banglore,Delhi,BLR → DEL,09:45,12:35,2.5,0.0,4878,Completed,1025,Successful Flight,300.0,297.0,3.0,2.26
JetAirways,15/04/2024,Delhi,Cochin,DEL → ATQ → BOM → COK,20:00,12:35,16.35,2.0,14300,Completed,1355,Successful Flight,430.0,414.0,16.0,3.13
IndiGo,15/04/2024,Delhi,Cochin,DEL → HYD → COK,14:20,22:30,8.1,1.0,6412,Completed,1284,Successful Flight,250.0,247.0,3.0,4.43
IndiGo,15/04/2024,Chennai,Kolkata,MAA → CCU,05:15,07:40,2.25,0.0,3540,Completed,1041,Successful Flight,250.0,243.0,7.0,4.35
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,13:00,01:30,12.3,1.0,13377,Completed,1377,Successful Flight,500.0,500.0,0.0,3.78
SpiceJet,15/04/2024,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1.3,0.0,2753,Completed,1162,Successful Flight,390.0,388.0,2.0,3.48
AirAsia,15/04/2024,Delhi,Cochin,DEL → BLR → COK,16:45,07:10,14.25,1.0,6853,Completed,900,Successful Flight,340.0,339.0,1.0,3.91
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25,22.55,2.0,13014,Completed,925,Successful Flight,430.0,413.0,17.0,4.36
AirIndia,15/04/2024,Delhi,Cochin,DEL → MAA → COK,12:30,09:25,20.55,1.0,7480,Completed,1960,Successful Flight,450.0,446.0,4.0,3.73
AirIndia,15/04/2024,Delhi,Cochin,DEL → BOM → COK,07:00,19:15,12.15,1.0,9929,Completed,1230,Successful Flight,450.0,442.0,8.0,1.79
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,11:30,21:00,9.3,1.0,13587,Completed,807,Successful Flight,500.0,491.0,9.0,2.63
IndiGo,15/04/2024,Delhi,Cochin,DEL → BOM → COK,18:35,01:30,6.55,1.0,5883,Completed,1791,Successful Flight,250.0,241.0,9.0,3.36
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,19:15,04:25,9.1,1.0,10262,Completed,1143,Successful Flight,430.0,420.0,10.0,3.55
AirAsia,15/04/2024,Banglore,Delhi,BLR → DEL,11:10,13:55,2.45,0.0,3383,Completed,1138,Successful Flight,340.0,338.0,2.0,2.83
JetAirways,15/04/2024,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,12:35,27.0,2.0,12609,Completed,1479,Successful Flight,430.0,418.0,12.0,1.96
AirIndia,15/04/2024,Banglore,Delhi,BLR → DEL,17:00,19:45,2.45,0.0,7171,Completed,1088,Successful Flight,450.0,436.0,14.0,4.8
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → HYD → COK,14:55,22:30,7.35,1.0,6093,Completed,1751,Successful Flight,500.0,497.0,3.0,2.57
JetAirways,15/04/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22.0,2.0,10919,Completed,1227,Successful Flight,430.0,414.0,16.0,3.08
JetAirways,15/04/2024,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35,17.5,2.0,10368,Cancelled,860,Aircraft Maintenance,430.0,0.0,430.0,0.0
IndiGo,15/04/2024,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,11.45,1.0,6838,Completed,1704,Successful Flight,250.0,241.0,9.0,1.57
SpiceJet,15/04/2024,Chennai,Kolkata,MAA → CCU,09:45,12:00,2.15,0.0,3543,Completed,941,Successful Flight,390.0,384.0,6.0,3.31
IndiGo,15/04/2024,Delhi,Cochin,DEL → BOM → COK,06:40,21:00,14.2,1.0,6093,Completed,852,Successful Flight,250.0,249.0,1.0,4.99
JetAirways,15/04/2024,Banglore,Delhi,BLR → DEL,17:45,20:45,3.0,0.0,8016,Completed,849,Successful Flight,430.0,420.0,10.0,2.76
JetAirways,15/04/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25,13.5,2.0,10919,Completed,954,Successful Flight,430.0,419.0,11.0,4.17
AirIndia,15/04/2024,Banglore,Delhi,BLR → DEL,06:10,08:55,2.45,0.0,6961,Completed,1706,Successful Flight,450.0,446.0,4.0,1.83
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,10:00,04:25,18.25,1.0,10262,Cancelled,958,Weather Conditions,430.0,0.0,430.0,0.0
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,14:00,19:00,5.0,1.0,14714,Completed,1968,Successful Flight,430.0,427.0,3.0,4.67
JetAirways,15/04/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22.0,2.0,13376,Cancelled,1392,Security Concerns,430.0,0.0,430.0,0.0
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,08:00,21:00,13.0,1.0,7408,Cancelled,1412,Aircraft Maintenance,500.0,0.0,500.0,0.0
JetAirways,15/04/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3.0,0.0,8016,Completed,975,Successful Flight,430.0,414.0,16.0,1.56
SpiceJet,15/04/2024,Banglore,Delhi,BLR → DEL,05:55,08:35,2.4,0.0,4423,Completed,1918,Successful Flight,390.0,386.0,4.0,2.37
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,11:30,19:00,7.3,1.0,14714,Completed,1076,Successful Flight,430.0,429.0,1.0,2.32
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,10:20,19:00,8.4,1.0,11789,Completed,1180,Successful Flight,500.0,481.0,19.0,3.49
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,14:00,04:25,14.25,1.0,10262,Completed,1194,Successful Flight,430.0,410.0,20.0,4.86
Vistara,15/04/2024,Delhi,Cochin,DEL → COK,14:40,17:50,3.1,0.0,6216,Completed,1856,Successful Flight,300.0,282.0,18.0,3.19
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,22:50,12:35,13.45,1.0,10262,Completed,1080,Successful Flight,430.0,413.0,17.0,2.92
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,07:05,04:25,21.2,1.0,10262,Completed,1734,Successful Flight,430.0,429.0,1.0,3.39
AirIndia,15/04/2024,Kolkata,Banglore,CCU → BLR,20:45,23:20,2.35,0.0,4145,Completed,1470,Successful Flight,450.0,431.0,19.0,2.08
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,08:45,21:00,12.15,1.0,7005,Cancelled,1333,Weather Conditions,500.0,0.0,500.0,0.0
IndiGo,15/04/2024,Delhi,Cochin,DEL → BOM → COK,16:00,21:00,5.0,1.0,6069,Completed,1673,Successful Flight,250.0,250.0,0.0,2.84
JetAirways,15/04/2024,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7.2,2.0,18804,Completed,1971,Successful Flight,430.0,429.0,1.0,2.0
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,10:20,19:15,8.55,1.0,9526,Completed,1136,Successful Flight,500.0,490.0,10.0,2.75
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,08:30,19:15,10.45,1.0,8937,Completed,836,Successful Flight,500.0,486.0,14.0,1.79
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,19:00,01:30,6.3,1.0,7408,Completed,1602,Successful Flight,500.0,481.0,19.0,1.66
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7.45,1.0,16108,Completed,1466,Successful Flight,500.0,494.0,6.0,2.33
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,18:15,12:35,18.2,1.0,10262,Completed,1569,Successful Flight,430.0,412.0,18.0,4.02
JetAirways,15/04/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35,22.0,2.0,13376,Completed,1475,Successful Flight,430.0,424.0,6.0,3.75
AirIndia,15/04/2024,Delhi,Cochin,DEL → JDH → BOM → COK,12:55,19:15,30.2,2.0,12646,Cancelled,1449,Security Concerns,450.0,0.0,450.0,0.0
JetAirways,15/04/2024,Delhi,Cochin,DEL → BOM → COK,19:45,19:00,23.15,1.0,10262,Completed,1772,Successful Flight,430.0,412.0,18.0,4.86
IndiGo,15/04/2024,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1.3,0.0,2754,Completed,1759,Successful Flight,250.0,246.0,4.0,1.63
SpiceJet,15/04/2024,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1.3,0.0,2017,Completed,1218,Successful Flight,390.0,385.0,5.0,1.06
GoAir,15/04/2024,Kolkata,Banglore,CCU → BLR,15:20,17:55,2.35,0.0,3514,Completed,1103,Successful Flight,150.0,137.0,13.0,1.29
JetAirways,15/04/2024,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,04:25,29.2,2.0,15339,Completed,1420,Successful Flight,430.0,413.0,17.0,3.63
IndiGo,15/04/2024,Delhi,Cochin,DEL → BLR → COK,17:05,22:25,5.2,1.0,6147,Completed,1477,Successful Flight,250.0,241.0,9.0,4.21
JetAirways,15/04/2024,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25,13.5,2.0,13376,Completed,1556,Successful Flight,430.0,422.0,8.0,1.94
IndiGo,15/04/2024,Banglore,Delhi,BLR → DEL,08:30,11:20,2.5,0.0,4823,Completed,1602,Successful Flight,250.0,247.0,3.0,4.56
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,10:35,19:00,8.25,1.0,10877,Completed,1489,Successful Flight,500.0,483.0,17.0,4.29
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,04:55,12:35,7.4,1.0,10678,Completed,1208,Successful Flight,500.0,481.0,19.0,4.41
IndiGo,15/04/2024,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8.35,1.0,6442,Completed,1015,Successful Flight,250.0,241.0,9.0,4.07
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,08:30,19:00,10.3,1.0,11200,Completed,1126,Successful Flight,500.0,498.0,2.0,4.66
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,8.4,1.0,8614,Completed,881,Successful Flight,500.0,492.0,8.0,3.06
MultipleCarriers,15/04/2024,Delhi,Cochin,DEL → BOM → COK,08:45,19:00,10.15,1.0,11789,Completed,1539,Successful Flight,500.0,486.0,14.0,2.33
AirIndia,15/04/2024,Delhi,Cochin,DEL → BOM → COK,08:00,19:15,11.15,1.0,9929,Completed,1881,Successful Flight,450.0,444.0,6.0,4.98
Vistara,18/04/2024,Banglore,Delhi,BLR → DEL,09:45,12:35,2.5,0.0,4668,Completed,1263,Successful Flight,300.0,280.0,20.0,2.21
Vistara,18/04/2024,Chennai,Kolkata,MAA → CCU,07:05,09:20,2.15,0.0,3687,Completed,1094,Successful Flight,300.0,292.0,8.0,4.99
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,21:15,00:15,3.0,0.0,3943,Completed,939,Successful Flight,250.0,249.0,1.0,1.16
JetAirways,18/04/2024,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1.25,0.0,8040,Completed,1729,Successful Flight,430.0,429.0,1.0,4.63
AirIndia,18/04/2024,Delhi,Cochin,DEL → COK,05:10,08:00,2.5,0.0,5201,Completed,1211,Successful Flight,450.0,442.0,8.0,4.45
SpiceJet,18/04/2024,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1.3,0.0,1965,Completed,848,Successful Flight,390.0,384.0,6.0,4.25
GoAir,18/04/2024,Banglore,Delhi,BLR → DEL,20:55,23:40,2.45,0.0,3419,Completed,885,Successful Flight,150.0,147.0,3.0,4.05
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,18:25,21:20,2.55,0.0,4823,Completed,1561,Successful Flight,250.0,243.0,7.0,1.43
JetAirways,18/04/2024,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,1.3,0.0,4995,Completed,834,Successful Flight,430.0,421.0,9.0,3.97
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,01:30,04:15,2.45,0.0,3419,Completed,1021,Successful Flight,250.0,249.0,1.0,2.25
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,05:30,08:20,2.5,0.0,3943,Completed,1962,Successful Flight,250.0,245.0,5.0,4.65
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,23:30,02:20,2.5,0.0,3943,Completed,1055,Successful Flight,250.0,242.0,8.0,1.86
IndiGo,18/04/2024,Kolkata,Banglore,CCU → BLR,14:25,16:55,2.3,0.0,4804,Completed,1087,Successful Flight,250.0,249.0,1.0,1.16
JetAirways,18/04/2024,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1.3,0.0,5678,Completed,1610,Successful Flight,430.0,411.0,19.0,4.74
AirAsia,18/04/2024,Banglore,Delhi,BLR → DEL,23:55,02:45,2.5,0.0,3383,Completed,1504,Successful Flight,340.0,337.0,3.0,4.76
IndiGo,18/04/2024,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,1.3,0.0,2227,Completed,1516,Successful Flight,250.0,247.0,3.0,1.29
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,10:10,13:00,2.5,0.0,3943,Completed,1263,Successful Flight,250.0,244.0,6.0,4.15
JetAirways,18/04/2024,Banglore,Delhi,BLR → DEL,18:55,22:00,3.5,0.0,8016,Completed,1192,Successful Flight,430.0,418.0,12.0,1.32
IndiGo,18/04/2024,Kolkata,Banglore,CCU → BLR,20:25,23:10,2.45,0.0,4804,Completed,886,Successful Flight,250.0,245.0,5.0,2.55
JetAirways,18/04/2024,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,1.25,0.0,4995,Completed,1701,Successful Flight,430.0,424.0,6.0,1.35
IndiGo,18/04/2024,Mumbai,Hyderabad,BOM → HYD,06:25,07:55,1.3,0.0,4049,Completed,995,Successful Flight,250.0,250.0,0.0,4.46
SpiceJet,18/04/2024,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,1.3,0.0,2647,Completed,1315,Successful Flight,390.0,390.0,0.0,1.7
SpiceJet,18/04/2024,Kolkata,Banglore,CCU → BLR,09:00,11:25,2.25,0.0,3873,Cancelled,1154,Aircraft Maintenance,390.0,0.0,390.0,0.0
IndiGo,18/04/2024,Mumbai,Hyderabad,BOM → HYD,19:05,20:35,1.3,0.0,2754,Completed,858,Successful Flight,250.0,244.0,6.0,4.12
JetAirways,18/04/2024,Mumbai,Hyderabad,BOM → HYD,02:55,04:20,1.25,0.0,4995,Completed,1934,Successful Flight,430.0,412.0,18.0,2.98
SpiceJet,18/04/2024,Banglore,Delhi,BLR → DEL,21:10,00:05,2.55,0.0,3971,Completed,864,Successful Flight,390.0,387.0,3.0,2.15
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,00:25,03:15,2.5,0.0,3419,Completed,1740,Successful Flight,250.0,247.0,3.0,2.51
AirIndia,18/04/2024,Banglore,Delhi,BLR → DEL,10:00,12:45,2.45,0.0,6961,Completed,1754,Successful Flight,450.0,450.0,0.0,4.29
JetAirways,18/04/2024,Banglore,Delhi,BLR → DEL,11:10,14:05,2.55,0.0,8016,Completed,1804,Successful Flight,430.0,413.0,17.0,1.21
SpiceJet,18/04/2024,Kolkata,Banglore,CCU → BLR,17:10,19:40,2.3,0.0,3873,Completed,1276,Successful Flight,390.0,388.0,2.0,4.02
JetAirways,18/04/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3.0,0.0,8016,Completed,852,Successful Flight,430.0,430.0,0.0,4.92
IndiGo,18/04/2024,Chennai,Kolkata,MAA → CCU,11:35,14:00,2.25,0.0,3858,Cancelled,1508,Weather Conditions,250.0,0.0,250.0,0.0
IndiGo,18/04/2024,Chennai,Kolkata,MAA → CCU,13:15,15:35,2.2,0.0,3597,Completed,1390,Successful Flight,250.0,246.0,4.0,3.87
AirIndia,18/04/2024,Kolkata,Banglore,CCU → BLR,14:15,16:45,2.3,0.0,5510,Completed,1597,Successful Flight,450.0,438.0,12.0,2.65
IndiGo,18/04/2024,Kolkata,Banglore,CCU → BLR,15:15,17:45,2.3,0.0,4804,Completed,1040,Successful Flight,250.0,249.0,1.0,3.39
JetAirways,18/04/2024,Banglore,Delhi,BLR → DEL,06:00,08:45,2.45,0.0,8016,Completed,804,Successful Flight,430.0,421.0,9.0,2.89
IndiGo,18/04/2024,Mumbai,Hyderabad,BOM → HYD,02:35,04:05,1.3,0.0,2754,Completed,867,Successful Flight,250.0,249.0,1.0,2.7
AirIndia,18/04/2024,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1.3,0.0,3100,Completed,1239,Successful Flight,450.0,447.0,3.0,2.25
JetAirways,18/04/2024,Banglore,Delhi,BLR → DEL,08:20,11:20,3.0,0.0,5769,Completed,1377,Successful Flight,430.0,421.0,9.0,3.95
JetAirways,18/04/2024,Banglore,Delhi,BLR → DEL,06:00,08:45,2.45,0.0,6478,Completed,1323,Successful Flight,430.0,421.0,9.0,1.14
IndiGo,18/04/2024,Chennai,Kolkata,MAA → CCU,14:45,17:05,2.2,0.0,3597,Completed,1800,Successful Flight,250.0,240.0,10.0,1.93
SpiceJet,18/04/2024,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1.3,0.0,2017,Completed,1518,Successful Flight,390.0,382.0,8.0,2.52
IndiGo,18/04/2024,Banglore,Delhi,BLR → DEL,22:10,01:00,2.5,0.0,3419,Completed,1095,Successful Flight,250.0,242.0,8.0,2.73
IndiGo,18/04/2024,Kolkata,Banglore,CCU → BLR,21:25,00:05,2.4,0.0,4804,Completed,1060,Successful Flight,250.0,244.0,6.0,1.35
